Hotel Name,city,postcode,housenumber,street,state,address2,longitude,latitude
Palihouse Miami Beach,Miami Beach,33140,3101,Indian Creek Drive,Florida,"3101 Indian Creek Drive, Miami Beach, FL 33140, United States of America",-80.12514912644559,25.8069791
The Palms Hotel & Spa,Miami Beach,33140,3025,Collins Avenue,Florida,"3025 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12404986522854,25.80610015
Generator Miami,Miami Beach,33140,3120,Collins Avenue,Florida,"3120 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12436605,25.80705915
Sun Aire Motel,Miami,33134,4871,West Flagler Street,Florida,"4871 West Flagler Street, Miami, FL 33134, United States of America",-80.27501570237987,25.7715511
Hotel Riu Plaza Miami Beach,Miami Beach,33140,3101,Collins Avenue,Florida,"3101 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12368641524668,25.806729150000002
"The Ritz-Carlton Key Biscayne, Miami",Key Biscayne,33149,455,Grand Bay Drive South,Florida,"455 Grand Bay Drive South, Key Biscayne, FL 33149, United States of America",-80.15802475805843,25.6915479
Biscayne Inn,Miami,33138,,Northeast 68th Street,Florida,"Northeast 68th Street, Miami, FL 33138, United States of America",-80.18477445369504,25.83782115
Faena Hotel Miami Beach,Miami Beach,33140,3201,Collins Avenue,Florida,"3201 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12313905536755,25.80737845
Beach Haus Key Biscayne,Key Biscayne,33149,285,Sunrise Drive,Florida,"285 Sunrise Drive, Key Biscayne, FL 33149, United States of America",-80.16045796814245,25.69032245
Extacy Motel,Miami,33134,4911,West Flagler Street,Florida,"4911 West Flagler Street, Miami, FL 33134, United States of America",-80.2763067212685,25.7715553
Embassy Suites by Hilton Miami International Airport,,33142,3974,Northwest South River Drive,Florida,"3974 Northwest South River Drive, Miami Springs, FL 33142, United States of America",-80.26153580935407,25.806602849999997
La Quinta Inn & Suites by Wyndham Miami Airport East,,33142,3501,Northwest 42nd Avenue,Florida,"3501 Northwest 42nd Avenue, Miami Springs, FL 33142, United States of America",-80.26215941746767,25.8058032
Illusion Motel,Miami,33134,4995,West Flagler Street,Florida,"4995 West Flagler Street, Miami, FL 33134, United States of America",-80.27646550106341,25.7715325
Red Roof PLUS+ Miami Airport,,33142,3401,Northwest 42nd Avenue,Florida,"3401 Northwest 42nd Avenue, Miami Springs, FL 33142, United States of America",-80.26307919999999,25.80513835
Casa Faena,Miami Beach,33140,3500,Collins Avenue,Florida,"3500 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12391073542081,25.8092512
,Miami Beach,33140,3605,Indian Creek Drive,Florida,"Miami Beach, FL 33140, United States of America",-80.124578,25.8099757
Hampton Inn Miami Airport East,,33142,3449,Northwest 42nd Avenue,Florida,"3449 Northwest 42nd Avenue, Miami Springs, FL 33142, United States of America",-80.2632432067537,25.80570555
Saturn Motel - Miami,Miami,33138,,Northeast 70th Street,Florida,"Northeast 70th Street, Miami, FL 33138, United States of America",-80.18399422853571,25.839409099999997
Hyatt Place Miami Airport-East,,33142,3549,Northwest 42nd Avenue,Florida,"3549 Northwest 42nd Avenue, Miami Springs, FL 33142, United States of America",-80.26303529574115,25.806346050000002
Westgate South Beach,Miami Beach,33140,3611,Collins Avenue,Florida,"3611 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12309844109919,25.8098394
Hotel Croydon,Miami Beach,33140,3720,Collins Avenue,Florida,"3720 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12366779695267,25.81091985
Luxury Rentals Miami Beach,Miami Beach,33140,301,41st Street,Florida,"301 41st Street, Miami Beach, FL 33140, United States of America",-80.1268597,25.8140019
Venezia Hotel Miami,Miami Beach,33140,3865,Indian Creek Drive,Florida,"3865 Indian Creek Drive, Miami Beach, FL 33140, United States of America",-80.1242352,25.8116353
Gables Inn,,33146,730,South Dixie Highway,Florida,"730 South Dixie Highway, Coral Gables, FL 33146, United States of America",-80.26745323479798,25.721847
G G Motel,Miami,33134,5121,West Flagler Street,Florida,"5121 West Flagler Street, Miami, FL 33134, United States of America",-80.27843102662897,25.771465749999997
Treehouse Studio Hotel,Miami,33138,7126,Biscayne Boulevard,Florida,"7126 Biscayne Boulevard, Miami, FL 33138, United States of America",-80.18460224937573,25.840834700000002
King Motel,Miami,33138,7150,Biscayne Boulevard,Florida,"7150 Biscayne Boulevard, Miami, FL 33138, United States of America",-80.18483891565076,25.84102335
Circa 39 Hotel,Miami Beach,33140,3900,Collins Avenue,Florida,"3900 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12348589650689,25.8120261
Imperial Motel,Miami,33134,5180,West Flagler Street,Florida,"5180 West Flagler Street, Miami, FL 33134, United States of America",-80.27928425453283,25.770761200000003
Cadillac Hotel & Beach Club,Miami Beach,33140,3921,Collins Avenue,Florida,"3921 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12277083024617,25.8120573
Everglades Motel,Hialeah,33010,1421,Southeast 9th Avenue,Florida,"1421 Southeast 9th Avenue, Hialeah, FL 33010, United States of America",-80.26244858164145,25.810064349999998
Hampton Inn Miami Beach - Mid Beach,Miami Beach,33140,4000,Collins Avenue,Florida,"4000 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12329977561484,25.81267205
"Holiday Inn Miami-International Airport, an IHG Hotel",,33166,1111,South Royal Poinciana Boulevard,Florida,"1111 South Royal Poinciana Boulevard, Miami Springs, FL 33166, United States of America",-80.2635341883018,25.809194650000002
The Confidante Miami Beach - The Unbound Collection by Hyatt,Miami Beach,33140,4041,Collins Avenue,Florida,"4041 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12237023653392,25.81273135
Westover Arms Hotel,Miami Beach,33140,,41st Street,Florida,"41st Street, Miami Beach, FL 33140, United States of America",-80.12323700765265,25.81331115
L Hotel Miami Beach,Miami Beach,33140,4121,Indian Creek Drive,Florida,"4121 Indian Creek Drive, Miami Beach, FL 33140, United States of America",-80.12344800155384,25.8137017
,Miami Beach,33140,,Collins Avenue,Florida,"Miami Beach, FL 33140, United States of America",-80.12319648121496,25.8135374
Ocean Spray Hotel,Miami Beach,33140,4130,Collins Avenue,Florida,"4130 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12317305,25.813682749999998
Executive Presidente Hotel,Hialeah,33010,1395,Southeast 8th Court,Florida,"1395 Southeast 8th Court, Hialeah, FL 33010, United States of America",-80.26343390685543,25.81082955
Best Western Atlantic Beach Resort,Miami Beach,33140,4101,Collins Avenue,Florida,"4101 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12251119999999,25.81330705
Hotel Pierre,Miami Beach,33140,216,43rd Street,Florida,"216 43rd Street, Miami Beach, FL 33140, United States of America",-80.12334341327121,25.8143844
The Vagabond Hotel,Miami,33101,7301,Biscayne Boulevard,Florida,"7301 Biscayne Boulevard, Miami, FL 33101, United States of America",-80.18369749731588,25.842894049999998
Lexington by Hotel RL Miami Beach,Miami Beach,33140,4299,Collins Avenue,Florida,"4299 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12250325,25.8142048
EB Hotel Miami,,33166,4299,Northwest 36th Street,Florida,"4299 Northwest 36th Street, Miami Springs, FL 33166, United States of America",-80.26616786381327,25.808844450000002
Royal Motel,Miami,33138,7411,Biscayne Boulevard,Florida,"7411 Biscayne Boulevard, Miami, FL 33138, United States of America",-80.18413427442255,25.843484150000002
Royal Budget Inn,Miami,33138,7422,Biscayne Boulevard,Florida,"7422 Biscayne Boulevard, Miami, FL 33138, United States of America",-80.18494960367786,25.84357265
Aladdin Hotel Miami,,33166,901,South Royal Poinciana Boulevard,Florida,"901 South Royal Poinciana Boulevard, Miami Springs, FL 33166, United States of America",-80.26529889008958,25.8105542
Radisson Hotel Miami Beach,Miami Beach,33140,4343,Collins Avenue,Florida,"4343 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12225483598024,25.81557025
Soho Beach House,Miami Beach,33140,4385,Collins Avenue,Florida,"4385 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12190095634196,25.815885700000003
Fontainebleau Miami Beach,Miami Beach,33140,4441,Collins Avenue,Florida,"4441 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12204229557773,25.8180847
Selina Miami Gold Dust,Miami,33138,7700,Biscayne Boulevard,Florida,"7700 Biscayne Boulevard, Miami, FL 33138, United States of America",-80.18513304397592,25.846167899999998
Eden Roc Resort Miami Beach,Miami Beach,33140,4525,Collins Avenue,Florida,"4525 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12176721148916,25.8194734
Nexx Motel,Hialeah,33010,699,Okeechobee Road,Florida,"699 Okeechobee Road, Hialeah, FL 33010, United States of America",-80.26696400033666,25.81313635
Miami International Airport Hotel,Miami,33142,2100,Northwest 42nd Avenue,Florida,"2100 Northwest 42nd Avenue, Miami, FL 33142, United States of America",-80.2789563,25.7950032
Homewood Suites by Hilton Miami-Airport/Blue Lagoon,,33126,5500,Blue Lagoon Drive,Florida,"5500 Blue Lagoon Drive, Miami-Dade County, FL 33126, United States of America",-80.28452956223154,25.78167235
Mansion Motel,Hialeah,33010,611,Okeechobee Road,Florida,"611 Okeechobee Road, Hialeah, FL 33010, United States of America",-80.2683220515122,25.8140423
Hotel Miami Springs inn,,33166,661,East Drive,Florida,"661 East Drive, Miami Springs, FL 33166, United States of America",-80.2725120505815,25.808797300000002
Mimosa,Miami Beach,33140,4747,Collins Avenue,Florida,"4747 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.1221698062545,25.82194525
Runway Inn Miami Airport Hotel,,33166,656,East Drive,Florida,"656 East Drive, Miami Springs, FL 33166, United States of America",-80.2728894917073,25.80875585
Holiday Inn Miami North - I-95,Miami,33150,7927,Northwest 7th Avenue,Florida,"7927 Northwest 7th Avenue, Miami, FL 33150, United States of America",-80.2085422746595,25.84806445
Comfort Inn & Suites Miami International Airport,,33166,665,Mokena Drive,Florida,"665 Mokena Drive, Miami Springs, FL 33166, United States of America",-80.27370057901604,25.808745799999997
Home2 Suites By Hilton Miami Airport South Blue Lagoon,,33126,1101,Blue Lagoon Drive,Florida,"1101 Blue Lagoon Drive, Miami-Dade County, FL 33126, United States of America",-80.2865329,25.781492999999998
Hialeah Motel,Hialeah,33010,555,Okeechobee Road,Florida,"555 Okeechobee Road, Hialeah, FL 33010, United States of America",-80.26941829455475,25.81497565
Mare Azur by Grand Bay,Miami,33138,7951,Northeast Bayshore Court,Florida,"7951 Northeast Bayshore Court, Miami, FL 33138, United States of America",-80.17324780106019,25.8485138
Days Inn by Wyndham Miami Airport North,,33166,4767,Northwest 36th Street,Florida,"4767 Northwest 36th Street, Miami Springs, FL 33166, United States of America",-80.27503426694086,25.80831545
Hampton Inn & Suites by Hilton Miami Airport South Blue Lagoon,Miami,33126,777,Southwest 57th Avenue,Florida,"777 Southwest 57th Avenue, Miami, FL 33126, United States of America",-80.28793879915013,25.779022249999997
Miami Beach Resort Spa,Miami Beach,33140,4833,Collins Avenue,Florida,"4833 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12156379901123,25.8239491
Comfort Suites Miami Airport North,,33166,657,Minola Drive,Florida,"657 Minola Drive, Miami Springs, FL 33166, United States of America",-80.27504814143222,25.808929
Motel X,Schmidts Adult Mobile Home Park,33147,7000,Northwest 27th Avenue,Florida,"7000 Northwest 27th Avenue, Schmidts Adult Mobile Home Park, FL 33147, United States of America",-80.24184085106273,25.838092
Grand Beach Hotel,Miami Beach,33140,4835,Collins Avenue,Florida,"4835 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.1214190421646,25.8245568
River park hotel e suits miami,Miami Beach,33140,4835,Collins Avenue,Florida,"4835 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.1214194,25.8245637
The Executive,Miami Beach,33140,4925,Collins Avenue,Florida,"4925 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12124934879171,25.82519735
Wyndham Garden Miami Int'l Airport,,33166,4909,Northwest 36th Street,Florida,"4909 Northwest 36th Street, Miami Springs, FL 33166, United States of America",-80.27687854814891,25.8084335
Hyatt House Miami Airport,,33126,5710,Blue Lagoon Drive,Florida,"5710 Blue Lagoon Drive, Miami-Dade County, FL 33126, United States of America",-80.28974623894229,25.7812306
Airbnb Helen,Miami,33138,1050,Northeast 82nd Street,Florida,"1050 Northeast 82nd Street, Miami, FL 33138, United States of America",-80.1753343,25.8505522
Carriage Club South,Miami Beach,33140,5001,Collins Avenue,Florida,"5001 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12119464247905,25.8256723
Carriage Club North,Miami Beach,33140,5005,Collins Avenue,Florida,"5005 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12125373623935,25.826428200000002
Ramada by Wyndham Miami Springs/Miami International Airport,,33166,5055,Northwest 36th Street,Florida,"5055 Northwest 36th Street, Miami Springs, FL 33166, United States of America",-80.27824514475401,25.80843285
Little River Canoe Outposts,Miami,33138,,Northeast 84th Street,Florida,"Northeast 84th Street, Miami, FL 33138, United States of America",-80.19595211813693,25.85275085
Capobella,Miami Beach,33140,5025,Collins Avenue,Florida,"5025 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12094432241398,25.8269594
Crystal House Condominiums,Miami Beach,33140,5055,Collins Avenue,Florida,"5055 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12116785589518,25.8274913
casa de Loriel,El Portal,33138,,Northeast 86th Street,Florida,"Northeast 86th Street, El Portal, FL 33138, United States of America",-80.1950355,25.8532771
casa de loriel,El Portal,33138,,Northeast 86th Street,Florida,"Northeast 86th Street, El Portal, FL 33138, United States of America",-80.1948555,25.8534012
Seacoast Suites Hotel,Miami Beach,33140,5101,Collins Avenue,Florida,"5101 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12125551571668,25.828197
Casa de Katiuska,Miami,62600,36,Northeast 85th Street,Florida,"36 Northeast 85th Street, Miami, FL 62600, United States of America",-80.1818047,25.8534481
Pullman Miami Airport Hotel,,33126,5800,Blue Lagoon Drive,Florida,"5800 Blue Lagoon Drive, Miami-Dade County, FL 33126, United States of America",-80.29178909093682,25.78187915
Clarion Inn & Suites Miami International Airport,,33166,5301,Northwest 36th Street,Florida,"5301 Northwest 36th Street, Miami Springs, FL 33166, United States of America",-80.28262765813179,25.80809725
Casa del mango,Miami,33126,,West Flagler Street,Florida,"West Flagler Street, Miami, FL 33126, United States of America",-80.2953193,25.7707512
Extended Stay America - Miami - Airport - Miami Springs,,33166,101,Fairway Drive,Florida,"101 Fairway Drive, Miami Springs, FL 33166, United States of America",-80.28303693019996,25.80898985
The Carriage House,Miami Beach,33140,5401,Collins Avenue,Florida,"5401 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12105295727929,25.83272795
Best Western On The Bay Inn & Marina,North Bay Village,33141,1819,John F. Kennedy Causeway,Florida,"1819 John F. Kennedy Causeway, North Bay Village, FL 33141, United States of America",-80.14834885674037,25.8490383
Sleep Inn Miami Airport,,33166,111,Fairway Drive,Florida,"111 Fairway Drive, Miami Springs, FL 33166, United States of America",-80.28446302192982,25.8086603
La Curra,Miami,33155,,Southwest 63rd Avenue,Florida,"Southwest 63rd Avenue, Miami, FL 33155, United States of America",-80.2979444,25.7660111
,North Bay Village,33141,1865,John F. Kennedy Causeway,Florida,"North Bay Village, FL 33141, United States of America",-80.1473206,25.8490938
Best Western Plus Miami Airport North Hotel & Suites,,33166,131,Fairway Drive,Florida,"131 Fairway Drive, Miami Springs, FL 33166, United States of America",-80.28559044442474,25.808733
Design Suites,Miami Beach,33140,5445,Collins Avenue,Florida,"5445 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.1202977,25.834445
New Point,Miami Beach,33140,5445,Collins Avenue,Florida,"5445 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.1203218,25.834754
International Inn on the Bay,Miami Beach,33141,2301,Normandy Drive,Florida,"2301 Normandy Drive, Miami Beach, FL 33141, United States of America",-80.14401237962443,25.8512975
,,33266,,Curtiss Parkway,Florida,"Miami Springs, FL 33266, United States of America",-80.2889784,25.8086755
Casa tamara,Miami Beach,33141,,Normandy Drive,Florida,"Normandy Drive, Miami Beach, FL 33141, United States of America",-80.1424528,25.8520817
airbnb,Miami Beach,33141,,West 63rd Street,Florida,"West 63rd Street, Miami Beach, FL 33141, United States of America",-80.1264463,25.843887
Extended Stay America - Miami - Airport - Blue Lagoon,,33126,6605,Northwest 7th Street,Florida,"6605 Northwest 7th Street, Miami-Dade County, FL 33126, United States of America",-80.30381693828375,25.778169849999998
Maison Grande Condominium,Miami Beach,33140,6039,Collins Avenue,Florida,"6039 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12022127766318,25.843139450000002
Budget Inn,Northwest Trailer Park,33147,8929,Northwest 27th Avenue,Florida,"8929 Northwest 27th Avenue, Northwest Trailer Park, FL 33147, United States of America",-80.24126713413384,25.85539735
Oceanside Hotel,Miami Beach,33141,6084,Collins Avenue,Florida,"6084 Collins Avenue, Miami Beach, FL 33141, United States of America",-80.12120443801157,25.844188250000002
Executive Airport Hotel,,33126,6700,Northwest 12th Street,Florida,"6700 Northwest 12th Street, Miami-Dade County, FL 33126, United States of America",-80.30512617024897,25.7839779
Venus Motel,Miami,33144,6891,Southwest 8th Street,Florida,"6891 Southwest 8th Street, Miami, FL 33144, United States of America",-80.30709034155709,25.763255049999998
"Candlewood Suites Miami Intl Airport - 36th St, an IHG Hotel",Virginia Gardens,33166,5911,Northwest 36th Street,Florida,"5911 Northwest 36th Street, Virginia Gardens, FL 33166, United States of America",-80.29582640072098,25.80792185
Hilton Cabana Miami Beach,Miami Beach,33140,6261,Collins Avenue,Florida,"6261 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12028105795633,25.84423755
SpringHill Suites Miami Airport South,,33126,6700,Northwest 7th Street,Florida,"6700 Northwest 7th Street, Miami-Dade County, FL 33126, United States of America",-80.3064972396707,25.77689625
Executive Tropic Garden Hotel,White House Trailer Park,33144,6925,Southwest 8th Street,Florida,"6925 Southwest 8th Street, White House Trailer Park, FL 33144, United States of America",-80.30762440359047,25.763559200000003
Lombardy Inn,Miami Beach,33141,,Collins Avenue,Florida,"Collins Avenue, Miami Beach, FL 33141, United States of America",-80.12076922675796,25.844961050000002
Cambria Hotel Miami Airport - Blue Lagoon,,33126,6750,Northwest 7th Street,Florida,"6750 Northwest 7th Street, Miami-Dade County, FL 33126, United States of America",-80.30745487221164,25.776844099999998
The Casablanca On The Ocean Hotel,Miami Beach,33141,6345,Collins Avenue,Florida,"6345 Collins Avenue, Miami Beach, FL 33141, United States of America",-80.12002009927775,25.845249000000003
Hialeah Executive Motel,Hialeah,33010,131,West 5th Street,Florida,"131 West 5th Street, Hialeah, FL 33010, United States of America",-80.28403890000001,25.8265581
Rodeway Inn South Miami - Coral Gables,,33143,5959,Southwest 71st Street,Florida,"5959 Southwest 71st Street, South Miami, FL 33143, United States of America",-80.29092674628205,25.7056803
DoubleTree by Hilton Miami Airport & Convention Center,,33126,711,Northwest 7th Street,Florida,"711 Northwest 7th Street, Miami-Dade County, FL 33126, United States of America",-80.31028166380779,25.7786336
Park Royal Miami Beach,Miami Beach,33141,6495,Indian Creek Drive,Florida,"6495 Indian Creek Drive, Miami Beach, FL 33141, United States of America",-80.12089773780815,25.8480619
Anchor STUDIOS / HOTEL,Hialeah,33010,903,West 1st Avenue,Florida,"903 West 1st Avenue, Hialeah, FL 33010, United States of America",-80.28345197516556,25.8301379
Palm Avenue Motel,Hialeah,33010,8,West 13th Street,Florida,"8 West 13th Street, Hialeah, FL 33010, United States of America",-80.28199114910902,25.8324796
Collins Hotel,Miami Beach,33141,6600,Collins Avenue,Florida,"6600 Collins Avenue, Miami Beach, FL 33141, United States of America",-80.12084208461987,25.84946775
The Mimosa Hotel,Miami Beach,33141,6525,Collins Avenue,Florida,"6525 Collins Avenue, Miami Beach, FL 33141, United States of America",-80.1197767284662,25.848611599999998
Sherry Frontenac,Miami Beach,33141,6565,Collins Avenue,Florida,"6565 Collins Avenue, Miami Beach, FL 33141, United States of America",-80.11976784073482,25.8493988
Hotel Marialy,Flagami,33144,,Southwest 15th Street,Florida,"Southwest 15th Street, Flagami, FL 33144, United States of America",-80.3123649,25.7562714
Deauville Beach Resort,Miami Beach,33141,6701,Collins Avenue,Florida,"6701 Collins Avenue, Miami Beach, FL 33141, United States of America",-80.11998318475368,25.850584050000002
,Miami Beach,33141,250,South Shore Drive,Florida,"Miami Beach, FL 33141, United States of America",-80.1329522,25.8576102
Holiday Motel,Flagami,33144,7290,Southwest 8th Street,Florida,"7290 Southwest 8th Street, Flagami, FL 33144, United States of America",-80.31354208729618,25.762542
Days Inn by Wyndham Miami International Airport,,33126,7250,Northwest 11th Street,Florida,"7250 Northwest 11th Street, Miami-Dade County, FL 33126, United States of America",-80.31398041768813,25.780623499999997
Chesapeake Motel Miami,Hialeah,33010,935,Okeechobee Road,Florida,"935 Okeechobee Road, Hialeah, FL 33010, United States of America",-80.29033203547974,25.830771249999998
The Carillon Hotel & Spa,Miami Beach,33141,6899,Collins Avenue,Florida,"6899 Collins Avenue, Miami Beach, FL 33141, United States of America",-80.11974349941843,25.85361805
M Boutique Hotel,Miami Beach,33141,6945,Abbott Avenue,Florida,"6945 Abbott Avenue, Miami Beach, FL 33141, United States of America",-80.1220734,25.85509115
,Miami Beach,33141,,69th Street,Florida,"Miami Beach, FL 33141, United States of America",-80.12027862577474,25.85456105
La Fuente Hotel,Flagami,33144,7470,Southwest 8th Street,Florida,"7470 Southwest 8th Street, Flagami, FL 33144, United States of America",-80.31688216387352,25.76230795
Vela Rouge,Miami Beach,33141,7130,Harding Avenue,Florida,"7130 Harding Avenue, Miami Beach, FL 33141, United States of America",-80.12173135,25.85667295
Crystal Beach Suites Hotel,Miami Beach,33141,6985,Collins Avenue,Florida,"6985 Collins Avenue, Miami Beach, FL 33141, United States of America",-80.12034262159148,25.85593925
Villa Byron Suites,Miami Beach,33141,7320,Byron Avenue,Florida,"7320 Byron Avenue, Miami Beach, FL 33141, United States of America",-80.12359045,25.8587925
Waterside Hotel,Miami Beach,33141,7310,Harding Avenue,Florida,"7310 Harding Avenue, Miami Beach, FL 33141, United States of America",-80.1224855497737,25.8587388
The New Hotel,Miami Beach,33141,7337,Harding Avenue,Florida,"7337 Harding Avenue, Miami Beach, FL 33141, United States of America",-80.12188970442784,25.85913755
Seaside Apartment Hotel,Miami Beach,33141,,76th Street,Florida,"76th Street, Miami Beach, FL 33141, United States of America",-80.12140358522214,25.860990100000002
Sirena Suites Miami Beach,Miami Beach,33141,,Harding Avenue,Florida,"Harding Avenue, Miami Beach, FL 33141, United States of America",-80.12252086673756,25.861574349999998
Ocean Surf Hotel,Miami Beach,33141,7436,Ocean Terrace,Florida,"7436 Ocean Terrace, Miami Beach, FL 33141, United States of America",-80.1202285,25.8603031
Days Inn & Suites Miami / North Beach Oceanfront,Miami Beach,33141,7450,Ocean Terrace,Florida,"7450 Ocean Terrace, Miami Beach, FL 33141, United States of America",-80.12016672500513,25.8605132
Beachside Apartment Hotel,Miami Beach,33141,7710,Harding Avenue,Florida,"7710 Harding Avenue, Miami Beach, FL 33141, United States of America",-80.12253117156105,25.8623662
Baltic Hotel,Miami Beach,33141,7643,Harding Avenue,Florida,"7643 Harding Avenue, Miami Beach, FL 33141, United States of America",-80.12193976407943,25.8620782
Aloft Miami Airport,,33166,7220,Northwest 36th Street,Florida,"7220 Northwest 36th Street, Miami-Dade County, FL 33166, United States of America",-80.31477535988105,25.8086807
CASA DE DON LUIS,Hialeah,33013,147,East 33rd Street,Florida,"147 East 33rd Street, Hialeah, FL 33013, United States of America",-80.2797449,25.8523475
,Courtly Manor,11890,,Northeast 112th Street,Florida,"Courtly Manor, FL 11890, United States of America",-80.16220771717121,25.8797103
,Myricks Trailer Park,33167,,Northwest 115th Street,Florida,"Myricks Trailer Park, FL 33167, United States of America",-80.2177418,25.8800748
"Motel 6 Miami, FL",,33166,7370,Northwest 36th Street,Florida,"7370 Northwest 36th Street, Miami-Dade County, FL 33166, United States of America",-80.31615227611732,25.8083696
Beachside Apartment Hotel,Miami Beach,33141,8100,Harding Avenue,Florida,"8100 Harding Avenue, Miami Beach, FL 33141, United States of America",-80.1225119407583,25.86627185
The Donovan at Miami Beach,Miami Beach,33141,,Harding Avenue,Florida,"Harding Avenue, Miami Beach, FL 33141, United States of America",-80.1225079354707,25.86647285
Star Motel,Hialeah,33010,1651,Okeechobee Road,Florida,"1651 Okeechobee Road, Hialeah, FL 33010, United States of America",-80.29910777519156,25.836894299999997
Extended Stay America,,33122,7750,Northwest 25th Street,Florida,"7750 Northwest 25th Street, Doral, FL 33122, United States of America",-80.32233072493548,25.79572255
La Quinta Inn by Wyndham Miami Airport North,,33166,7401,Northwest 74th Avenue,Florida,"7401 Northwest 74th Avenue, Miami-Dade County, FL 33166, United States of America",-80.31670084993664,25.81055125
Hilton Garden Inn Miami Airport West,,33122,,Northwest 35th Terrace,Florida,"Northwest 35th Terrace, Miami-Dade County, FL 33122, United States of America",-80.3183144263597,25.8078885
Crossway Motel,Hialeah,33010,1775,Okeechobee Road,Florida,"1775 Okeechobee Road, Hialeah, FL 33010, United States of America",-80.299402,25.837587499999998
Homewood Suites by Hilton Miami - Airport West,,33122,,Northwest 35th Terrace,Florida,"Northwest 35th Terrace, Miami-Dade County, FL 33122, United States of America",-80.31966008648234,25.80795735
Four Points by Sheraton Miami Airport,,33166,3570,Northwest 74th Avenue,Florida,"3570 Northwest 74th Avenue, Miami-Dade County, FL 33166, United States of America",-80.31893923333334,25.80862445
Hampton Inn Miami Dadeland,,33143,8200,Southwest 70th Avenue,Florida,"8200 Southwest 70th Avenue, Miami-Dade County, FL 33143, United States of America",-80.3070423489884,25.694009899999998
WoodSpring Suites Doral Miami Airport,,33166,7500,Northwest 41st Street,Florida,"7500 Northwest 41st Street, Miami-Dade County, FL 33166, United States of America",-80.31869129447014,25.81124665
Leeward Motel,Courtly Manor,33181,11790,Biscayne Boulevard,Florida,"11790 Biscayne Boulevard, Courtly Manor, FL 33181, United States of America",-80.16580396597314,25.884618449999998
Aida’s,Hialeah,33012,391,West 31st Street,Florida,"391 West 31st Street, Hialeah, FL 33012, United States of America",-80.2896396,25.8502001
